outer_repeat	outer_fold	fit_id	term	coefficient	nonzero	coefficient_sign	selected_alpha	selected_lambda	sparse_fit
10	3	R10F03	ANX	-0.0015409214824188	True	negative	0.0	0.669289570403408	False
10	3	R10F03	BIP	-0.0220341313612485	True	negative	0.0	0.669289570403408	False
10	3	R10F03	EA	0.0248885256544303	True	positive	0.0	0.669289570403408	False
10	3	R10F03	INSOM	-0.002322924127762	True	negative	0.0	0.669289570403408	False
10	3	R10F03	MDD	0.0032650231258194	True	positive	0.0	0.669289570403408	False
10	3	R10F03	NEUR	0.0011353195312104	True	positive	0.0	0.669289570403408	False
10	3	R10F03	SCZ	-0.029052984842804	True	negative	0.0	0.669289570403408	False
10	3	R10F03	SWB	-0.0115542744049054	True	negative	0.0	0.669289570403408	False
10	4	R10F04	ANX	0.0	False	zero	0.1	0.141219545190212	True
10	4	R10F04	BIP	0.0	False	zero	0.1	0.141219545190212	True
10	4	R10F04	EA	0.0592832763961995	True	positive	0.1	0.141219545190212	True
10	4	R10F04	INSOM	0.0	False	zero	0.1	0.141219545190212	True
10	4	R10F04	MDD	0.0	False	zero	0.1	0.141219545190212	True
10	4	R10F04	NEUR	0.0	False	zero	0.1	0.141219545190212	True
10	4	R10F04	SCZ	-0.0264986015888572	True	negative	0.1	0.141219545190212	True
10	4	R10F04	SWB	0.0	False	zero	0.1	0.141219545190212	True
10	5	R10F05	ANX	0.0	False	zero	0.5	0.0442250784181947	True
10	5	R10F05	BIP	0.0	False	zero	0.5	0.0442250784181947	True
10	5	R10F05	EA	0.0837322202368997	True	positive	0.5	0.0442250784181947	True
10	5	R10F05	INSOM	0.0	False	zero	0.5	0.0442250784181947	True
10	5	R10F05	MDD	0.0	False	zero	0.5	0.0442250784181947	True
10	5	R10F05	NEUR	0.0	False	zero	0.5	0.0442250784181947	True
10	5	R10F05	SCZ	-0.0428825128751732	True	negative	0.5	0.0442250784181947	True
10	5	R10F05	SWB	0.0	False	zero	0.5	0.0442250784181947	True
10	6	R10F06	ANX	0.0336737281975079	True	positive	0.0	0.116085043439006	False
10	6	R10F06	BIP	-0.0062980870016548	True	negative	0.0	0.116085043439006	False
10	6	R10F06	EA	0.0350959784980978	True	positive	0.0	0.116085043439006	False
10	6	R10F06	INSOM	0.0431300616776408	True	positive	0.0	0.116085043439006	False
10	6	R10F06	MDD	0.0588235043504177	True	positive	0.0	0.116085043439006	False
10	6	R10F06	NEUR	-0.0081344180834394	True	negative	0.0	0.116085043439006	False
10	6	R10F06	SCZ	-0.0501936865862959	True	negative	0.0	0.116085043439006	False
10	6	R10F06	SWB	-0.0471283873882243	True	negative	0.0	0.116085043439006	False
10	7	R10F07	ANX	-0.0015509369864655	True	negative	0.0	0.467744428768782	False
10	7	R10F07	BIP	-0.0174162263853995	True	negative	0.0	0.467744428768782	False
10	7	R10F07	EA	0.0274605923174659	True	positive	0.0	0.467744428768782	False
10	7	R10F07	INSOM	0.0010300090186204	True	positive	0.0	0.467744428768782	False
10	7	R10F07	MDD	0.016876501940891	True	positive	0.0	0.467744428768782	False
10	7	R10F07	NEUR	0.0100559076348173	True	positive	0.0	0.467744428768782	False
10	7	R10F07	SCZ	-0.0330550007881061	True	negative	0.0	0.467744428768782	False
10	7	R10F07	SWB	-0.0174321223845678	True	negative	0.0	0.467744428768782	False
10	8	R10F08	ANX	-0.0126551089638066	True	negative	0.0	0.716438424121979	False
10	8	R10F08	BIP	-0.0080102044993843	True	negative	0.0	0.716438424121979	False
10	8	R10F08	EA	0.0192209943594544	True	positive	0.0	0.716438424121979	False
10	8	R10F08	INSOM	-0.0044560519022536	True	negative	0.0	0.716438424121979	False
10	8	R10F08	MDD	-0.0115389798745577	True	negative	0.0	0.716438424121979	False
10	8	R10F08	NEUR	-0.0026618985503701	True	negative	0.0	0.716438424121979	False
10	8	R10F08	SCZ	-0.0309760481488369	True	negative	0.0	0.716438424121979	False
10	8	R10F08	SWB	-0.0107708548006165	True	negative	0.0	0.716438424121979	False
10	9	R10F09	ANX	0.0075086726045182	True	positive	0.0	0.454657925295612	False
10	9	R10F09	BIP	-0.0095261988628364	True	negative	0.0	0.454657925295612	False
10	9	R10F09	EA	0.0392266937134854	True	positive	0.0	0.454657925295612	False
10	9	R10F09	INSOM	0.0234782621745887	True	positive	0.0	0.454657925295612	False
10	9	R10F09	MDD	-0.0048881584501013	True	negative	0.0	0.454657925295612	False
10	9	R10F09	NEUR	-0.0169092296390365	True	negative	0.0	0.454657925295612	False
10	9	R10F09	SCZ	-0.050554334766409	True	negative	0.0	0.454657925295612	False
10	9	R10F09	SWB	-0.016132618664455	True	negative	0.0	0.454657925295612	False
10	10	R10F10	ANX	0.0	False	zero	0.4	0.0394874450362201	True
10	10	R10F10	BIP	0.0	False	zero	0.4	0.0394874450362201	True
10	10	R10F10	EA	0.0228669815944069	True	positive	0.4	0.0394874450362201	True
10	10	R10F10	INSOM	0.0	False	zero	0.4	0.0394874450362201	True
10	10	R10F10	MDD	0.0	False	zero	0.4	0.0394874450362201	True
10	10	R10F10	NEUR	0.0	False	zero	0.4	0.0394874450362201	True
10	10	R10F10	SCZ	-0.082881227811471	True	negative	0.4	0.0394874450362201	True
10	10	R10F10	SWB	0.0	False	zero	0.4	0.0394874450362201	True
